experiment_id,date,parent,candidate,gap,mechanism,invariants,development_split,development_result,holdout_hash,holdout_result,btc_result,verdict,reopen_condition
ATTR-TARGET-FOLLOWUP-PREFIX-FEASIBILITY-303,2026-09-04,"canonical accepted production258 commit ab3d699; accepted capability300; rejected301; closed-negative302","read-only source/runtime phase-boundary audit; no production source candidate","300 is exact and fast but direct timed integration301 has mixed gains/losses and breaks5000 prefix; determine whether capability can run strictly after an order-identical canonical target-followup prefix without stealing parent work.","Trace global-pool fixed point target task scheduling frontier completeness target ascent deadline propagation and later consumers; sidecar boundary requires complete committed parent plan/state/ledger with positive remaining authoritative time and no recompute replacement starvation or dual solver.","No designed functionality removed disabled deferred or reduced; nothing deleted; read-only; canonical258 unchanged; no source build benchmark holdout dispatcher threshold cap change or score authority.","Frozen source manifest8E5E6CA627B931A88A5371249979A6C230C4B3F636600706A51285799E98FE2B pins slack_refiner orienteering source/header and302 summary; output-equivalent completion or deadline-only boundary closes RCSP integration.","No useful boundary: target tasks use atomic scheduling and one deadline; incomplete vectors are consumed before retrospective completion check; complete frontier/fixed point makes300 output-equivalent; deadline leaves no headroom; auditA17B0B75924FDFC31F71EF0DBDAECA2A3AFEEFC07B8028ACF6B6D84891E330E6.",none,not-applicable,not-run,closed-negative,"RCSP direct and sidecar integration closed. Reopen only for a fresh deterministic operation-bounded whole-policy contract or new remaining-horizon dominance certificate; never by threshold task order cap dispatcher or consumed301/302 evidence."
ATTR-REQUIRED-TERMINAL-BOUND-DIVERGENCE-302,2026-09-04,"canonical accepted production258 commit ab3d699; rejected301 complete development evidence","read-only attribution over frozen301 manifest log summary patch and binaries; no production source candidate","301 combined broad tier3 gains with five losses tailing to-17 and three5000-ms equivalence failures despite300 complete frontier parity; classify the actual timed divergence before any successor.","Report W/T/L by execution order role-mask equality earliest day-plan divergence and target route/plan/valid/acceptance/deadline deltas; classify losses as starvation extra greedy acceptance or upstream role/checkpoint divergence.","No designed functionality removed disabled deferred or reduced; nothing deleted; attribution-only consumed301 evidence; canonical258 restored; no holdout source change rerun threshold tuning family dispatcher or promotion authority.","Frozen six-input manifest0C39A010DEB2C69C29AD4EF5D7FBBA8C11B7DC2B49DF0B8260960D73F6EE47D3 pinning301 manifest complete log summary rejected patch and binaries; successor requires one public state-coupled invariant preserving order-identical5000 parent prefix and separately certified additions.","Complete read-only audit: candidate-first W/T/L6/5/1; parent-first4/10/4; same-role9/15/3; role-divergent1/0/2; loss classes two upstream-role two target-starvation one extra-greedy; three5000 prefix mismatches remain; scriptF5A6E045A114CBA65F740AD9DBC27A03E6F57B23987F1799653BC41571AF325F summary5A5DBC09C62CDD51A407ADCDA75FADB7AAC9F38EBCDBB244A275ADAD4EE47689.",none,not-applicable,not-run,closed-negative,"No SCORE successor dispatcher or threshold authorized. Only a source-level phase-boundary audit may determine whether capability300 can run strictly after an order-identical canonical prefix; otherwise close RCSP production integration."
SCORE-REQUIRED-TERMINAL-LOWER-BOUND-301,2026-09-04,"canonical accepted production258 commit ab3d699; parent historical binary03DD83C9B31BFFFF5D935D245693F7D260DFCBF5CB8607A3BAA2B1D5846E6314; accepted capability300","rejected direct in-place required-terminal reverse step/fuel bound; candidate binary79A1F2A3C7C2C98C44F8AA699E6D5FB97C5B12F6776D8F268C7F1059719DC486 patch9EA77419008D5EAAB05F86198EEF68745BF39CF04868145961D4CAB426034220; source fully reverted","300 proved exact ordered top-K parity and median work0.311687 development/0.229561 verification; determine whether removing provably dead labels improves the actual bounded accepted258 continuation without broad downside.","Inside the existing sparse target caller build reverse step/fuel distances with official source-cell cost; skip only root/successor labels whose required terminal lower bound exceeds remaining resource; no runtime flag or second solver.","No designed functionality removed disabled deferred or reduced; nothing deleted; official lexicographic comparator exact simulator independent validator canonical main5000; 5000 score/plan/state/ledger equivalence; no cap widening dispatcher GPL code or change outside required-terminal path.","Frozen30 paired development and54 sealed paired holdout cases across 8/9/10 players general/map12/16/24/32 all fuel profiles fixed/deadline roles and public windows5000/10000/15000; manifestB5BEED7027A7CE32CAA8CF878F2B573425F636E004974A765E26B08A9A3BF103; gate zero safety exact5000 equivalence no tier1/2 loss tier3 downside<=4 wins>losses >=3 gains>=2xloss and breadth2 suites/2 fuels/both longer windows.","Complete30 cases/60 results/run_complete; safety failures0; W/T/L10/15/5; longer8/7/5; aggregate0/0/+4; gain/loss44/50; loss tail-17; three5000 score/plan equivalence failures; logDDB57E6BE9BFFF57E80A8AB46AE46E1171307CC47B5B5866F73BD913BFC83304 summary6CB5207426DA77C678C68BC1BEE9B70724F6F0AD7C4B819494BBE18DDEFAD4B7.",B5BEED7027A7CE32CAA8CF878F2B573425F636E004974A765E26B08A9A3BF103,sealed-not-opened,not-run,rejected-development,"Do not retry direct in-place pruning or tune consumed301 cases. Attribution302 may only authorize a genuinely different order-identical-prefix state-coupled certified mechanism."
ATTR-REQUIRED-TERMINAL-LOWER-BOUND-300,2026-09-04,"canonical accepted production258 commit ab3d699; closed 297/298/299 capability chain","research-only current unbounded target sparse reference versus exact reverse step/fuel lower-bound target pruning; no production source candidate","The production required-terminal sparse caller knows its terminal but still expands labels that provably cannot reach it within remaining steps or Patrol fuel; 298 already used this bound symmetrically and therefore did not isolate its value against current production.","Build exact reverse shortest-step and shortest-fuel distances with source-cell move costs; count construction; reject root/successor only if either bound exceeds remaining resource; retain current cardinality-first first-witness-per-mask and ordered top-K contract.","No designed functionality removed disabled deferred or reduced; nothing deleted; attribution only canonical258 unchanged; exact official movement fuel claim and lexicographic semantics; no GPL code cap widening dispatcher score change hidden work or dual production solver.","Frozen8 development and8 locked verification cases across players8/9/10 agents3/5/8 maps8/12 spots6/8/10/12 all fuel/terrain/start/target/preferred modes minimumSpots1..5 K8/16/32; manifestBB73704A4C6E6A6C4184C16E14E1E073BA11DC0C77EE5D5F78E937DE72747880; gate exact ordered top-K parity exact dual validation zero invalid/determinism/bound failure median total-work ratio<=0.80 reduction>=3 families.","Development passed8/8 exact ordered top-K parity; invalid/validator/determinism0; median work ratio0.311687 including bound construction; reduction4/4 families; one tiny case1.010738 and all others<=0.728471; source6E348A50EFEBAAEB29A3A6684D5FF4B8300B103A773A3B4D7BDD48336A04E609 binaryB31795CC8157F76668825D1D6BFC8101DBD2F25FF24F1F28F286FBBAB5F72B49 logF46A558C71CCF7925391079A0B69E1E22754FE1273CB86D8FFE4244A06BA6E38 stderrE3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855 result cd818faca3fb7b4b.",BB73704A4C6E6A6C4184C16E14E1E073BA11DC0C77EE5D5F78E937DE72747880,"Verification opened once:8/8 exact parity; invalid/validator/determinism0; median work ratio0.229561; reduction4/4 families and every case; result ca958f335dffc21b; logE334CAFD8D724AF3E8D12216EEBCF6B8D064B81DCE46EAA1F9383F3A8C362BF2 stderrE3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855.",not-run,accepted-capability,"Only a separately frozen SCORE integration with fresh seeds may modify the one existing target-terminal path; no dual production solver cap widening dispatcher or reuse of300 evidence."
ATTR-INCUMBENT-GOAL-RCSP-PRUNING-299,2026-09-04,"canonical accepted production258 commit ab3d699; closed capability297; rejected boundary298","research-only exact target-pruned forward top-K reference versus admissible incumbent-goal pruned forward RCSP; no production source candidate","298 proves complete bidirectional join overhead loses on the actual single required-terminal shape; current target forward search still lacks the literature-derived incumbent top-K upper bound that can prune only labels mathematically unable to enter the retained set.","After K terminal candidates exist compute an optimistic rank from individually step/fuel-reachable remaining Spots plus admissible final resource lower bounds; prune only when optimistic tuple cannot strictly beat Kth; reconstruct and dual-validate exact ordered top-K parity.","No designed functionality removed disabled deferred or reduced; nothing deleted; capability attribution only; canonical258 unchanged; one forward target path no bidirectional join; official movement/fuel/claim and lexicographic rank; no GPL code cap widening dispatcher score change or hidden work.","Frozen8 development and8 locked verification cases across players8/9/10 agents3/5/8 maps8/12 spots6/8/10/12 all fuel/terrain/start/target/preferred modes minimumSpots1..5 and K8/16/32; manifestE8FF857F7C920919CBCC2369EEABA64B2B060C5CC5A7C34E49BA969A78769E92; gate ordered top-K rank/resource parity exact validation zero invalid/determinism/bound failure median total-work ratio<=0.85 reduction>=3 families.","Corrected formal development8/8 preserved exact cardinality-first top-K output and zero validator/determinism failure but gate failed: six cases never filled K and ratio1.0; activated cases ratio1.449124/1.108468; median1.000000 reduced families0; sourceFD72CEF78EDFF5BE3B072ECA8AAF79052C6224AFEEB75A4B7472F4D74FE0D31A binary0306DC1F1189B060EFFAF97075FEB8FEA8B7756F43B6A59B5D747E70B7EB5066 logB24929B34F9ED2BA0BA45137D227B58038EB98D77167B92C894E4197ABC1E2CD stderrE3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855 result eb590cba21c876bf; pre-accounting log3978D18BB8109958ECAE3D16A2FAF0349947B3E7634A386CA67DA71AA2C5014F preserved invalid.",E8FF857F7C920919CBCC2369EEABA64B2B060C5CC5A7C34E49BA969A78769E92,sealed-unopened,not-run,rejected-performance,"Reopen incumbent ranking only with a constant-time state-coupled upper bound that activates before K without hiding its construction; do not tune consumed development."
ATTR-BIDIRECTIONAL-RCSP-BOUNDARY-298,2026-09-04,"canonical accepted production258 commit ab3d699; capability parent297; branch HEAD9a72d08","research-only exact required-terminal forward versus corrected bidirectional RCSP boundary probe; no production source candidate","297 passed ordinary-start/public-Spot endpoints but accepted215 production calls a required terminal that can be non-Spot and Patrol can start on a Spot; reverse masks must reflect claims on completed forward-edge destinations and initial WAIT1 claim semantics.","Compare complete nondominated required-terminal frontiers with Spot/non-Spot starts and targets; reverse suffix root mask0 and expansion adds destination Spot bit; explicitly model optional initial WAIT1; reconstruct every retained route and replay exact simulator plus independent validator.","No designed functionality removed disabled deferred or reduced; nothing deleted; attribution only; canonical258 unchanged; official movement/fuel/claim semantics; no copied GPL code production dual path cap widening family dispatcher or score authority; verification locked until development passes.","Frozen8 development and8 verification cases across players8/9/10 agents3/5/8 maps8/12 spots6/8/10/12 all fuel profiles four terrain families and Spot/non-Spot boundary combinations; manifest385FF9B959230783220E31F9FA866349B5C5CFF5A62D1B82A9EF4858CD9D3B52; gate exact frontier/rank parity zero validation/mask/reverse/reconstruction/determinism failures median work ratio<=0.80 and reduction>=3 families.","Corrected frozen development completed8/8 with exact frontier/rank/determinism and zero invalid/reverse/validator failure but work gate failed: median ratio1.193558 and reduction only2/4 families; gate_pass0 exit2; sourceB988CD1AB491DFB5BB968F04F3F8A8F1F6BE081BA9D87F82F6BD00890EB386BA binaryD283975B9014AAB04A92765471C2A7854903DF36D76C090E7F8600E06557D625 log49388E4C85B4C1D637646142FE78665A7F3F3A29D6FD09E4F067EB3F345F2BE2 stderrE3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855 result78c7100523f6db4. Earlier pre-gate-exit log703F25A931D8C757D7EC291941882FAB9422EA173C6DB390C844EDB7F8FDE447 preserved invalid harness evidence.",385FF9B959230783220E31F9FA866349B5C5CFF5A62D1B82A9EF4858CD9D3B52,sealed-unopened,not-run,rejected-performance,"Do not integrate complete bidirectional joins into the single target-terminal caller. Reopen only if one invocation amortizes multiple authoritative endpoints or a sound join bound removes the measured overhead; do not tune on consumed development."
ATTR-BIDIRECTIONAL-RCSP-FRONTIER-297,2026-09-04,"canonical accepted production258 commit ab3d699; branch HEAD9a72d08; literature audit17536F592A3245122E6574E507DEE2C8A03BAC05B7F1D0F1F67DCFD211A2EF72","research-only independent targeted forward reference versus bidirectional RCSP label-and-join prototype; no production source candidate","Exact route generation is often bounded on large/dense cases while experiments286/287/295 prove that blind pool growth perturbs the bounded master; determine whether goal-directed bidirectional pricing can preserve the exact endpoint frontier with materially less work.","Price every Spot endpoint with identical step/fuel/visited-Spot resources; reverse expansion charges the forward predecessor cell; join masks by union; exact-reconstruct and dual-validate every retained route; compare complete nondominated endpoint frontiers and deterministic hashes.","No designed functionality removed disabled deferred or reduced; nothing deleted; capability attribution only; canonical258 unchanged; no copied GPL code; no weighted objective cap increase deadline change production dual path fixture dispatcher or score/holdout authority; canonical5000 remains.","Frozen12 development and12 locked verification cases over players8/9/10 agents3/5/8 maps8/12 spots6/8/10 four terrain families and all fuel profiles; manifest C76955178F186804B03149731F79402D868C42B45D6DA217921F8B6424DD49B5; gate exact frontier/rank parity zero reconstruction/validation failure deterministic repeat hash median work ratio<=0.80 and strict reduction in>=3 families; work includes settled labels directed-arc scans dominance checks joins and lower-bound construction.","Formal stricter development rerun complete12/12 after pre-evidence audit added exact target-specific step/fuel lower bounds. All frontier/rank/determinism/invalid/simulator-validator/reverse-cost/reconstruction failures0; median work ratio0.577038; reduction4/4 families; source3437EDBA739775539C56E585848FFBCF2AF4A5175119520944D48A390B581696 binary3FD17293E59A851587ECD2A5FFA2BDADE7851DD8C05E5371F6CB9B862D7053B4 log5DF9B897D4C41448A7029B0E39F1B80BC9729C8FF902977AFD1590A5829FDB7D stderrE3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855 result cb4dd1eab59f7742.",C76955178F186804B03149731F79402D868C42B45D6DA217921F8B6424DD49B5,"Frozen verification opened once: complete12/12; all parity/rank/determinism/invalid/simulator-validator/reverse-cost/reconstruction failures0; median work ratio0.551093; reduction4/4 families; result732a6ec5c88ebe8c; log46E52BF0CA0EBB7D13843BE33F5E34D65EEDF6A386681A7CCA8CA248791AFD5C; stderr-emptyE3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855.",not-run,accepted-capability-scoped,"Production integration is not authorized outside ordinary-start/public-Spot endpoints. Runtime-path audit opened298 for Spot-start/non-Spot required-terminal semantics; never relax parity hide work increase5000 retain dual production paths or copy GPL implementation."
ATTR-ROW28-ROLE-TRAJECTORY-296,2026-09-04,"canonical accepted production258 commit ab3d699; research checkpoint3524ad7; accepted258 Windows BTC binary B64C7EBDBB96AA02AA0EC52620C12C9F6937FEE546470549B8F5C777A8E3CC52","same-binary read-only role counterfactual; no production source candidate","BTC row28 m-9594 loses one daily distinct after all-Patrol carried fuel reaches1..4 on terminal day;293 proved terminal sparse supply cannot repair the root but did not test whether role choice caused it.","Replay complete five-day all-Patrol mask0 and each one-Tanker identity1/2/4/8/16 in forward and reverse execution order at canonical5000; require at least3/5 stable tier2 wins and median tier2 improvement in both orders.","No designed functionality removed disabled deferred or reduced; nothing deleted; attribution only on consumed replay; official lexicographic score; exact accepted binary; canonical5000; no source holdout promotion threshold tuning cap widening or identity/replay/seed/map/bot/opponent/match dispatcher.","Frozen12 atomic cases; manifest3466045698B36B7493F3A6A6CEFB59DA4BB4D09ED7ABA4BF07DE8DE60525211A; runnerE81CB4A91F80CBAF032C8E47E407F1B530A8CA5673D4E32DE5D3251B9D10A668; summarizer5BAD3B06E95A3A030E8EBE415100C051ED9D0F033C890EAA4C51C4B5E017AE8A; replayF5F0C8CDE7D1EF3BBE584D138E7E1BB6BD127388F139B6C869913A10EADDA933.","Complete12/12 plus run_complete; no structural failure; all-Patrol6/30/104 both orders; all five one-Tanker identities preserve6/30 and score115..119 servings; stable tier2 wins0/5; median6/30/118 both orders; gate false; log11B82BE43AE28762049FF6D61474521313BDE47BD14C80E0998435AA44208C01; summary4AB8492F3A91B23FEA71F33E89EDA140811CA024EC4C3BF2F94A5DD0CFD2BA60.",none,not-applicable,"m-9594 rank4 6/29/105 versus6/30/138/129/118;5/5 valid;4/4 transitions; max response7772ms; consumed attribution only.",closed-negative-role-not-tier2-cause,"Role is closed for row28; retain293 state-coupled prior-trajectory classification. Reopen only from a fresh authoritative counterexample meeting the existing general role reopen condition; never route by Tanker identity replay seed map bot opponent or match."
SCORE-SERVICE-EVENT-SET-CLOSURE-295,2026-09-03,"canonical accepted production258 commit ab3d699; branch HEAD233a93c; closed positive attribution294; frozen default-off working-tree parent","rejected and fully reverted same-binary opt-in exact one-event/two-event service-group closure","286 broad gain was unsafe when provider events were orphaned;287 fixed every provider to a rigid three-agent group and selected only one. Need immutable exact service-event-set closure without postselection mutation.","For each public ordered Patrol pair generate an independent one-event prefix group and a two-event full group; reverse order supplies the other prefix. Group feasibility requires exactly one provider and one consumer per event; actions event times terminal state fuel and road footprint are immutable and exact-validated before selection.","No canonical designed functionality removed disabled deferred or reduced; nothing canonical deleted; default-off operation-isolated parent; no second solver dispatcher replay/seed/family/bot/opponent/match routing postselection mutation cap widening or certificate weakening; official comparator; canonical5000.","Frozen30 paired development and54 sealed paired holdout; manifest7CB896C1995156DC4ACA3D47E3FB3355A362BF964D289771A61E573F326A6152; runner62A2E03CCA602188434C3BFF5E1B6AC1BFB987230C4A347FFA1FBCF92A245142; summarizerAA8FDBE64946576ED8CB1021AD1123EB08EE2F6300EC9010B56450D56F5788B1; alternating order; fresh8/9/10-team seeds maps8/12/16/24/32 all fuel profiles multiple Tanker identities.","Complete60 results/30 cases/run_complete; stderr0; invalid0 emergency0 atomicity0; W/T/L6/12/12; aggregate0/-2/-35; gain/loss79/115; one tier2 loss; tier3 tail-31; log DBC80E8869F359CE2BD5EE2568402D734F101ABB420099FD47F3F4AB468F0428; summary475ABBF79454FF22275501203D4BB8F1C2B01E296660F1CB1810B5CA8DE30475; source candidate fully reverted.",7CB896C1995156DC4ACA3D47E3FB3355A362BF964D289771A61E573F326A6152,sealed-not-opened,not-run,rejected-development,"Reopen only from a fresh authoritative counterexample and a different state-coupled refuel invariant that cannot perturb canonical bounded search without separately certified strict gain; never reuse286/287/295 consumed development seeds or relax the gate."
ATTR-MULTI-WAYPOINT-SERVICE-PREFIX-CLOSURE-294,2026-09-03,"canonical accepted production258 commit ab3d699; branch HEAD233a93c; consumed complete development286/287","read-only frozen-log classifier and historical source-patch audit; no production source candidate","286 is broadly positive but its material losses select orphan providers;287 forces a fixed provider-plus-two-consumer group and selects only one complete group. Determine whether exact event-set closure is a genuinely different invariant rather than relaxing the old gate.","Classify complete286/287 selections and recover source semantics. A future successor may only generate independently exact one-event and two-event service groups before master selection; never mutate a selected route or infer that provider implies either consumer.","No designed functionality removed disabled deferred or reduced; nothing deleted; attribution only; official lexicographic comparison; consumed evidence cannot promote tune or open holdout; canonical5000; no dispatcher threshold relaxation cap increase or replay routing.","Frozen manifest75FAD77BE4960F7218456404BDDB86CEF2F695D537934AA2C26C2E01C03A0908 references30 paired/60 results from each of complete286/287 plus frozen summaries. Gate requires hash/count integrity; both >4-tail losses orphan; matched class zero loss positive gain across >=2 map/fuel strata;287 atomicity/inertness; source proves exact preselection event-set family is distinct.","Complete: all hashes/counts verified;286 matched class3/1/0 aggregate+133 zero loss across3 suites/2 fuels; both tail losses-6/-7 orphan; orphan class4/1/5 net-1 gain/loss18/19;287 selected1 complete group and atomicity failures2. Source audit proves286 lacks group identity and287 hardcodes three-agent one-provider/two-consumer groups. ProbeA7ABF7E0AC05CDF52FB891F3940243DA3602263D57D7D4ED5050101E56E96102; evidence96E9FB90757A2D843E3A46079BE9DD9FE671E07D5A31455B026AD97DDB531C76; source patchD03A5483BB0F87990FB731D0BB1EDCD13A2DD5DD06EF98617C0E1A8C8C6A0CA3.",75FAD77BE4960F7218456404BDDB86CEF2F695D537934AA2C26C2E01C03A0908,not-applicable,not-run,closed-positive-score-successor-authorized,"Register only fresh SCORE-SERVICE-EVENT-SET-CLOSURE-295 with immutable exact one-event and two-event groups; never reuse consumed286/287 seeds open their holdouts mutate selected routes or relax historical gates."
